prompt_id,source_type,source_role,title,conversation_id,message_id,source_file,source_timestamp,source_sha256,prompt_text_sha256,source_record_status,source_integrity_status,discovery_status,semantic_status,runtime_status,canonical_status,release_status,lifecycle,lineage_status,dependency_status,project_link_status,persistence_status,audit_status,better_version_status,active_use_status,prompt_chars,prompt_words
PB-0520,CHAT_ARCHIVE_EXTRACTED,assistant,آموزش دقیق درسی,68d410e9-99d8-832f-b5ad-4b1b36ece8c5,90206fba-0633-497e-894a-05ea02e319e6,conversations-000.json,1758748685.440644,dfb33de582698e72f4f6b4a97e2f31f3db545875d6aa95be4e7b8e17964508f8,337c2c0dc0ccf4bf3d2a074ebaf5f56e24ad606b3714372958b35ac22bf04d53,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,3019,451
PB-0521,CHAT_ARCHIVE_EXTRACTED,assistant,آموزش دقیق درسی,68d410e9-99d8-832f-b5ad-4b1b36ece8c5,cef2009f-687d-4809-bd9c-07486e026d49,conversations-000.json,1758728657.966019,2ee8e0d3732fded12fc6cb78a7c6aa6c4f1ecf118261ba8272f504b9621d570f,68d9cd0ce035338e9533b78c2a825238ce3d90329807bc96a59042d3cb25a6d3,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,1789,318
PB-0522,CHAT_ARCHIVE_EXTRACTED,assistant,آموزش دانشگاهی و شغلی,68dc47a2-fcac-8320-910c-248565920985,031a1f1d-72a4-417c-afc5-5063d8d97b71,conversations-000.json,1759266743.779432,222e98ef2daa2e67704e6eb79ee6149b1ab3d5d84d5b09f82ceaf43daab9aab9,d400825a4a4183313c6c537c56cd7a1598bd3d5bf9e5c8f025d0019c1c8b0ec3,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,4031,606
PB-0523,CHAT_ARCHIVE_EXTRACTED,user,حقوق قراردادها درس نمونه,68dda9dc-6300-8333-a61e-0091cdc64c01,bbb21735-ee04-425c-96cc-e9c043d0cb1f,conversations-002.json,1759358711.295131,1f9757a5f8150f9cb8bf7f041e07a4ccc5b4dcf83e55e6f6c4c68460847ba613,1f9757a5f8150f9cb8bf7f041e07a4ccc5b4dcf83e55e6f6c4c68460847ba613,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,2344,414
PB-0524,CHAT_ARCHIVE_EXTRACTED,user,حقوق قراردادها درس نمونه,68dda9dc-6300-8333-a61e-0091cdc64c01,bbb21e78-a604-4e21-93d8-428148d55ef6,conversations-002.json,1759358615.138693,ff910cc4299a49dbb2454b13804766887b972c0983b7087cc4d9fb97b8d54a71,ff910cc4299a49dbb2454b13804766887b972c0983b7087cc4d9fb97b8,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,2340,414
PB-0525,CHAT_ARCHIVE_EXTRACTED,assistant,آموزش نوشتار علمی,6943aef6-8908-832d-8642-aabf2d6f1396,e38c0a35-0859-4cbb-8c2a-5fe1f97257eb,conversations-003.json,1781292689.037415,f17fb12b4822158001e818af7c11fc09ff2e40230f008fda70ea57a9f53c1a0a,d1dc19ec1c76cd5671a24e7e2a7f61b070c9f68445809de315e7916c7057380e,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,1112,205
PB-0526,CHAT_ARCHIVE_EXTRACTED,user,بیوگرافی محمد,699b57df-bed8-832f-a9f1-517798bf14dc,16d03eac-d6d2-4288-bfe4-bcb4c3d894b2,conversations-004.json,1763770719.495514,616c10cf59c63ee1d027956de0ff336444d6613700352a553a4a0b33e0c85f6c,616c10cf59c63ee1d027956de0ff336444d6613700352a553a4a0b33e0c85f6c,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,2265,398
PB-0527,CHAT_ARCHIVE_EXTRACTED,assistant,بررسی سند مدیریت استراتژیک,6a1788a0-50f8-83eb-8e69-fd74aaafc32e,7bd11a33-d287-4fa4-8a47-3898c56b4cd9,conversations-004.json,1780479953.197458,246d251ef6b1b16a13d4e4e75d16c22b673b250140e2f637a3c7b7731e1d26ac,246d251ef6b1b16a13d4e4e75d16c22b673b250140e2f637a3c7b7731e1d26ac,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,6131,1132
PB-0528,CHAT_ARCHIVE_EXTRACTED,assistant,تحلیل ساختار کانتینریزاسیون,6a1a2847-a294-83eb-b817-794d04045aa7,35044181-ac3b-4480-ab73-e19e8131dec3,conversations-004.json,1780099652.096376,42f0b0d46c1d98566dbb06a8d2bcf500d9c7912fb917ff1f5df834aea01bdfff,42f0b0d46c1d98566dbb06a8d2bcf500d9c7912fb917ff1f5df834aea01bdfff,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,OPEN_FOR_SOURCE_MAPPING,SOURCE_CHAT_LINK_PROVEN,SOURCE_LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,22466,4001
PB-0529,CHAT_ARCHIVE_EXTRACTED,assistant,تایید نهایی پرامپت علمی,6a1c3135-b4b4-83eb-ae80-0494af05b79f,1ae32285-5003-4e6a-b910-c85cfa460a00,conversations-004.json,1780233317.874839,58aca1a1da90e740d6a5a1ce18d410e3d8a1dfec9c2cebce23b47cdfd6358b7d,452e4d2792d43cebf6bb5657900dc5d05920a57f4c9b6d3ce73cb04f64b99c1e,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,SOURCE_CHAT_LINK_PROVEN,LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,17163,3162
PB-0530,CHAT_ARCHIVE_EXTRACTED,assistant,ترجمه فارسی Port Economics,6a2dd7ae-4080-83eb-be8e-c1723de8bc63,b40938d7-4e1e-4825-bc48-771e8661d0f2,conversations-004.json,1781464549.386524,56e4d82b25786d1f5ce1167de6feebd317f5918465f1e344cc7c033680cc6154,5579f6b05a236d0584953e6be7c25441479b14e9aa4c2857a8fa6a5518142262,CANONICAL_SOURCE_RECORD,EXACT_SOURCE_CAPTURE,STRUCTURAL_SCAN_DISCOVERED,VALIDATED_STRUCTURAL,NOT_TESTED,FROZEN_SOURCE_TEXT,NOT_RELEASED,FROZEN_SOURCE_TEXT,ROOT_SOURCE_CAPTURE_FROM_DISCOVERY,SOURCE_CHAT_LINK_PROVEN,LIBRARY_PRESENT_V3_ARTIFACTS,PENDING_FULL_PROMPT_AUDIT,PENDING_COMPARATIVE_AUDIT,CONTROLLED_NOT_RELEASED,3869,677
